"","Sample","depth_m","reef_zone","month","response","bleaching_status","clade_A","clade_C","clade_D","A1","3040_A","A1ee","3042_A","3112_A","3041_A","3113_A","A1cl","3070_A","3132_A","A1bv","3188_A","3139_A","3311_A","2964_A","3071_A","3241_A","A1z","C3ae","C1","C3","C3f","C3g","C3bj","C1c","C21","C3p","C21.12","3043_C","C3.10","C3h","C1b","C3k","C50f","C3cv","3045_C","1855_C","3050_C","3046_C","C3j","3049_C","3054_C","2460_C","C3ch","3056_C","C3.11","C1al","3048_C","C3cp","C42.2","1752_C","C3b","3055_C","3057_C","3018_C","3058_C","C3ba","C72k","C3.9","3064_C","C1bh","3020_C","3051_C","3047_C","3025_C","3059_C","3044_C","3052_C","C1br","3053_C","C1w","C116","3063_C","3028_C","3066_C","3061_C","3027_C","3060_C","3069_C","3067_C","3062_C","C1cb","1482_C","3023_C","3065_C","3138_C","1534_C","3068_C","3086_C","C3v","3084_C","C3cg","3104_C","3097_C","3029_C","C1n","C1h","D1","D6","D4","D2d","D1d","D2.2","D1b","D6c","D2","3030_D","3074_D","D1u","3031_D","3033_D","3034_D","3098_D","3032_D","3035_D","3079_D","D4d","3076_D","3172_D","3108_D","D4c","3173_D","3087_D","3174_D","3015_D","3169_D","D2c","3124_D","3192_D"
"31","22NBOb",1,"backreef","October","unknown","healthy",4246.08397517344,5.10434274879171,0,45075.7216227583,3473.86983646338,1590.36736215924,481.995793850188,0,0,0,0,0,0,217.299162734276,0,0,0,0,0,0,0,0,22.6049464589347,0,0,0,0,5.10434274879171,0,0,0,0,0,0,3.64595910627979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10434274879171,0,0,0,0,0,0,0,0,0,0,0,8.02111003381554,0,3.64595910627979,2.91676728502383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","230Mc2",5,"crest","May","resistant","healthy",3623.94797781898,0,0,43064.8071729813,3143.91009269744,1409.68871898369,480.037885121544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.7082273015716,0,16.9027424338572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","231Mc2",5,"crest","May","resistant","healthy",4331.78879673602,0,15.9452348346111,47659.5476237557,3253.58720315755,951.399011798462,473.801263657016,0,604.400329921449,0,0,0,0,0,0,0,0,0,0,0,0,4.55578138131746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5753913910185,0,0,3.03718758754497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07437517508994,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","231Oc2",5,"crest","October","resistant","healthy",4928.81443648139,8.23527892478093,5.94770144567511,56712.2483155039,3531.56211224355,1157.51420442754,609.86815592961,0,787.384168308221,0,0,0,0,0,0,0,0,0,0,0,0,10.9803718997079,0,0,5.94770144567511,0,3.6601239665693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74509297492698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5358987576274,0,0,9.60782541224441,0,0,0,0,0,0,3.20260847074814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","232Mc2",5,"crest","May","unknown","bleached",7708.30007125436,94.7741812039471,9298.40022256503,50019.7067465276,2937.99961732236,0,0,0,0,0,0,3011.71286936987,0,0,0,0,0,0,0,0,0,547.58415806725,0,0,0,0,663.41926842763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6002.36480958332,0,0,6844.80197584062,0,0,0,0,0,0,968.802741195904,0,0,0,0,1537.44782841959,0,0,0,0,0,0,0,0,0,0,0,157.956968673245,0,0,0,0
"36","248Mc2",5,"crest","May","resistant","healthy",53587.786245723,27.7025363139594,49.8645653651268,534254.493829232,41742.181717874,13341.5414888028,4604.16153538005,0,7241.44299246898,0,0,0,0,0,0,0,0,0,0,0,0,38.7835508395431,0,44.324058102335,60.9455798907106,0,0,0,0,22.1620290511675,33.2430435767512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1886234674618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7025363139594,44.324058102335,0,38.7835508395431,0,0,0,0,0,0,0,0,0,0,0,27.7025363139594,0,0,0,0,0,0,0,0,0,0,0,22.1620290511675,0,0,0,0
"37","249Mc",5,"crest","May","recovered","bleached",47809.8304630424,981931.283436016,0,449884.602209023,36122.9830165209,35178.5913036707,3777.56685140088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3434752.65963625,0,560378.432612499,330064.903641152,0,585640.910931243,0,184392.481934005,259471.623105598,134103.623224731,85113.303120626,106362.116659756,0,0,158303.660866518,73308.4067099983,59732.7758377764,38247.8643704339,66343.5178277279,85113.303120626,41199.0884730908,0,41907.3822577285,51469.348350337,46747.3897860859,0,54066.4255606751,38365.9133345402,0,30928.8285958447,40254.6967602406,0,45802.9980732357,0,0,66933.7626482593,50524.9566374868,0,57253.7475915446,0,0,0,0,77794.2673460369,35886.8850883084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39310.3050473904,49816.6628528491,0,0,0,0,0,0,0,0,41317.1374371971,0,0,0,0,3777.56685140088,0,708.293784637665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","24NBOb",1,"backreef","October","unknown","healthy",33235.7476022094,117.792998590164,8526.40089794957,522402.887747486,21791.7047391804,13953.9398329887,4068.38895130644,0,7375.65391172258,0,0,0,0,0,0,0,0,0,0,0,0,516.476993818412,45.3049994577554,172.158997939471,144.975998264817,0,63.4269992408576,0,0,190.280997722573,0,0,0,0,0,0,0,0,0,0,0,45.3049994577554,0,0,0,0,0,0,45.3049994577554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2439995662043,0,0,0,0,0,0,0,0,0,0,0,36.2439995662043,0,0,0,0,0,0,94977.4008632385,0,10266.1128771274,0,0,1531.30898167213,0,0,3633.46095651198,0,0,4874.81794165448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005.77098796217,0,0,0
"39","250Mc2",5,"crest","May","resistant","healthy",3559.48362304749,316.867978312833,6.03558053929205,44678.3849421094,2639.05759080545,1018.50421600553,333.465824795886,0,586.960207446152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.946162076329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54447567411506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03558053929205,0,0,0,0,0,0,0,0,0,0,0
"40","251Mc",5,"crest","May","unknown","bleached",68313.7470404114,11902.8475669232,69401.9306215861,351402.690528229,49425.0295696507,27459.8424681615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11204.2605765395,0,15248.0045016454,2136.06406675033,0,2552.52938794064,0,0,0,7187.38538183287,0,0,0,0,0,0,0,9215.97452698569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2686.87303993752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5682.73647946785,0,0,0,0,0,67870.4129888218,0,0,41579.3602930331,0,0,0,0,0,0,0,0,0,0,0,11284.8667677376,0,0,4110.9157511044,0,6690.31386944442,0,0,0,0,0,0,0,0,0,4487.07797669566,0
"41","252Mc2",5,"crest","May","resistant","healthy",4401.63960650775,0,0,44151.7222702008,3506.98302819316,1068.90012347325,342.295695311665,0,552.360883002932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76897000161067,0,0,2.21121250201334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","255Mc2",5,"crest","May","resistant","healthy",3265.10267387858,0,1.62241126652352,44242.7496352797,2077.9032296,1645.53062707148,591.368906647823,0,595.830537630762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0280140831544,0,0,3.24482253304704,0,0,0,0,0,0,1.62241126652352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","255Oc",5,"crest","October","resistant","healthy",3907.5292059988,0,0,52165.3776010957,2465.88982922482,1998.15794253816,692.902227439938,0,748.737149334041,0,0,0,0,0,0,0,0,0,0,0,0,13.7298988264188,0,9.15326588427923,7.32261270742338,7.32261270742338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","256Mc2",5,"crest","May","resistant","healthy",3072.25156348299,0,0,43412.7569234808,1924.61741699112,1546.68459844463,574.545267501323,0,573.088878990547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","256Oc2",5,"crest","October","resistant","healthy",3225.91836818139,781.102113377056,0,45038.4717661371,2041.15945795847,1676.10502303057,558.542816887071,0,626.216093335846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997.465969065392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28915132421812,0,0,2.38286184678785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","257Mc2",5,"crest","May","resistant","healthy",3280.41664297371,0,0,43616.0515672494,2129.26216341682,1602.64930105717,544.704118273419,0,606.450361283475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96644086019285,0,0,4.71945806446284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","257Oc",5,"crest","October","resistant","healthy",8336.42908445937,13.3116632087176,0,137020.277323132,6662.48743596313,5557.61938963958,1673.94164849623,0,0,0,0,0,0,735.469392281645,0,0,0,0,0,0,0,66.5583160435878,0,39.9349896261527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3116632087176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","259Mc2",5,"crest","May","resistant","healthy",2930.58597253601,40.116518585719,0,44260.7035353223,1796.32855444942,1520.26747470028,500.416424432228,0,633.84099365436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6620220947193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","259Oc",5,"crest","October","resistant","healthy",8733.91529676812,0,0,125431.825145004,5283.70904123632,4744.80788462722,1538.24276503363,0,1911.96349049817,0,0,0,0,607.038084456224,0,0,0,0,0,0,0,30.9713308396033,0,22.7123092823757,0,8.25902155722754,18.582798503762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4532877251482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","25NBOb2",1,"backreef","October","unknown","healthy",0,0,255406.914990502,13736.7502927324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.144479716894,1035.43343915068,276.115583773515,276.115583773515,759.317855377168,0,276.115583773515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838770.114607997,634237.495927765,545949.538016184,0,185066.470024199,208260.179061174,82903.704027998,77105.2767687542,25195.5470193333,55499.2323384766,0,0,40658.0197106502,46387.4180739506,40934.1352944237,0,39346.470687726,32581.6388852748,0,26507.0960422575,0,0,0,14841.2126278265,0,0,0,0,0,0,0,0
"51","260Mc2",5,"crest","May","resistant","healthy",2850.52499051678,0,0,44370.4455291944,1693.67318071843,1614.32613701147,535.416998465092,0,621.434811333255,0,0,0,0,0,0,0,0,0,0,0,0,2.45765179623321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","262Mc2",5,"crest","May","resistant","healthy",65517.1149286842,0,0,1017413.78482897,39128.9397243416,38140.4908985525,11186.5139525513,0,15201.6612517913,0,0,0,0,0,0,0,0,0,0,0,0,279.49242660244,0,88.6195498983347,40.9013307223083,0,47.7182191760264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7182191760264,0,0,115.887103713207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","262Oc2",5,"crest","October","resistant","healthy",699909.022767601,496.318977994328,0,10649814.1022111,417304.996697631,385540.582105994,128844.406687327,0,153759.619382643,0,0,0,0,0,0,0,0,0,0,0,0,7146.99328311832,0,1389.69313838412,1488.95693398298,0,694.846569192059,0,0,0,0,0,0,0,0,397.055182395462,0,0,0,0,0,0,0,496.318977994328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.637955988655,0,496.318977994328,595.582773593193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","263Oc",5,"crest","October","resistant","healthy",364101.040576266,0,0,14544526.6627261,0,560854.613163734,158792.964832821,0,205308.075743445,0,0,0,0,64693.4301170751,0,0,0,0,0,0,0,30742.7457167919,0,4811.90802523699,1603.96934174566,0,3475.2669071156,0,2138.62578899422,0,1069.31289449711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","264Mc2",5,"crest","May","died","bleached",3571.85479690877,0,1429.25882973267,70713.4205813487,2013.36822488562,2222.71716739619,0,0,1077.75937070257,0,0,0,0,0,0,0,0,0,0,0,0,41.3528775329525,33.5992129955239,20.6764387664762,0,18.0918839206667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.345007488191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829.642105504859,0,0,2881.77865307762,0,0,0,0,0,0,666.815150218858,0,0,0,0,330.82302026362,0,0,0,0,253.286374889334,0,0,0,0,0,0,0,0,0,0,0
"56","266Mc",5,"crest","May","resistant","healthy",6482.8158218707,0,0,40850.7148221607,5606.01325597338,952.746095227004,421.141389919183,0,455.661175978132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","266Oc2",5,"crest","October","resistant","healthy",525751.399865823,187.674519835019,300.279231736031,3464471.63615445,437994.794390968,87681.535666921,41776.3481152753,0,45980.2573595797,0,0,0,0,0,0,0,0,0,0,0,0,975.9075031421,337.814135703035,487.95375157105,150.139615868015,225.209423802023,0,0,0,187.674519835019,0,0,0,0,0,0,0,0,187.674519835019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975.9075031421,187.674519835019,0,638.093367439065,0,0,0,0,0,0,0,0,0,0,0,300.279231736031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","267Mc",5,"crest","May","died","bleached",16524.616203646,23.6912060267327,0,41285.4801824857,8495.66648118634,0,8028.94972245971,0,0,0,0,0,0,245.203982376683,0,0,0,0,0,0,0,4431.44008730035,0,0,0,0,0,0,0,747.457550143416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8456030133663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","268Mc2",5,"crest","May","resistant","healthy",3870.61640688233,0,0,44000.8823414844,2769.38170173253,1573.78793203273,515.753762460041,0,585.48094268976,0,0,0,0,0,0,0,0,0,0,0,0,3.41056859819277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89476033232932,0,0,1.51580826586346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","269Oc2",5,"crest","October","recovered","bleached",752.628318276359,1067528.00664319,376.314159138179,0,0,0,376.314159138179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4601117.96095069,0,754359.363408394,347563.757380022,0,711459.549266642,0,179276.065413429,303309.212265373,108227.95216814,106045.330045139,94454.853943683,0,0,189963.387532953,99346.9380124793,99798.5150034452,51103.4628109648,56898.7008616927,53587.1362612767,67661.2858130446,0,54038.7132522426,60586.5796212469,59006.0601528665,0,57199.7521890033,51630.3026337582,0,65629.1893536985,49146.6291834462,0,52458.1937838622,49899.2575017226,0,43953.4937873393,40867.7176824063,43200.865469063,85272.7884607114,0,39061.409718543,0,0,95809.5849165805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51329.2513064477,0,0,0,0,60059.7397984534,0,0,0,48092.9495378593,0,0,0,0,677.365486448723,526.839822793451,376.314159138179,1128.94247741454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.314159138179,0,0,0,0,0,0,0,0,0,0,0
"61","26NBOb",1,"backreef","October","unknown","healthy",8206.60443811998,48.5876122195797,0,93720.8019445802,6128.3085089857,2377.65831410008,711.573417667393,0,1366.72251146689,0,0,0,0,0,0,0,0,0,0,0,0,0,401.239636393948,0,0,0,0,81.5018011425208,0,0,0,0,0,0,25.0774772746218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8081079559663,0,0,9.40405397798317,0,0,0,14.1060809669747,0,0,0,0,0,7.83671164831931,0,0,0,0,0,0,0,0,0,0,10.971396307647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0774772746218,28.2121619339495,14.1060809669747,6.26936931865544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","270Mc",5,"crest","May","resistant","healthy",4186.14315520014,0,0,43642.1372189139,3165.45454562953,1358.35175950399,389.357508392235,0,631.33110117837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89891970488734,0,0,12.0986796393068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","270Oc",5,"crest","October","resistant","healthy",4713.41206385027,0,0,43104.3628433801,3620.03083270687,1737.45960009232,496.638742322057,0,596.742488821346,0,0,0,0,231.247414393708,0,0,0,0,0,0,0,3.87999017439107,0,3.10399213951285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","271Mc",5,"crest","May","resistant","healthy",4688.60260512552,0,0,42387.578148795,3385.72059576172,1644.51588194899,491.501561973976,0,0,0,0,590.607614634303,0,239.304858862739,0,0,0,0,220.772832755524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64018185871776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","271Oc",5,"crest","October","resistant","healthy",4593.43530147494,0,0,41350.1303793424,3243.77972252171,1685.91789043304,588.689361741373,0,0,0,0,550.917430862819,0,211.891319562623,0,0,0,0,210.048786349035,0,0,4.60633303397006,0,0,0,0,0,0,0,4.60633303397006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
